,title,content
78,Alumni Spotlight: Mary-Kaitlin (MK) Warren,"Alumni Spotlight: Mary-Kaitlin (MK) WarrenFrom being an Assistant Manager at Entreprise Rent-A-Car to becoming a stellar programmer, MK shares her path that led her to where she is now—a student in the Microsoft LEAP program.Can you describe your career story and how you got to where you are right now? Random. My senior year of high school, I started watching Bones and first heard of Anthropology. So I majored in Anthropology. I also majored in German, because I wanted a back up plan in case I decided not to go to grad school for Anthropology, and everybody knows that companies are fighting over German majors. The spring semester of my senior year, I had no plan and my family told me that I needed to get a job, so I hit up Monster and applied to Enterprise’s Management Training program. Randomly, I got the job. After 2 years I decided I didn’t want to do that for the rest of my life. I got on Monster (I should send them a card) and randomly found Codeup. I think it was an ad? Pretty sure I didn’t know what a bootcamp was at the time. After that, it gets less random and more Codeup driven. My first job after Codeup was with a company that had come to my Demo Day. The job after that was with a company that came to do onsite interviews at Codeup. I found out about my current opportunity through Codeup as well. So… three cheers (or jobs) for Codeup!How do you think your past has brought you here to Codeup? I had taken a computer science class in high school and done well. When I was looking to transition out of the customer service/sales realm, I knew that I wanted a set of hard skills, and luckily Codeup offered a place to grow those.There are a lot of options out there for learning to code. Why Codeup?  I thought about trying to do something online, like CodeAcademy, but I ended up going with Codeup because of the connections. Where as DIYing your coding education is possible, it’s hard to get your resume through the door if you have no professional experience. Codeup helped make initial connections that have propelled me into the career that I want. Also, I am terrible at making myself watch videos online.What got you hooked on programming or the idea of moving into the tech space? I am drawn to programming because there is an answer. If your code doesn’t compile, there is a reason (and probably a silly one at that). It was a nice change of pace coming from a liberal arts background, where things are a little less black and white.What are some things you like about Codeup?  Definitely the snacks.What would you change/want to see us do differently? It’s hard for a coding school to do this, because it is a business, but a little more clarity upfront about the types of positions to expect (especially in a market like San Antonio), would have been nice. Part of the reason why I decided to do Codeup was the claim that graduates made 15k more afterwards, and so I took out the loan for 15k with the idea that I could pay it back in less than a year. A month in, I realized that the average graduate salary was about 15k less than I was making, so that was a little disappointing and cause some numbers shuffling. Again, I know that’s kind of a hard thing to change, but it’s the only suggestion that I have. Everything else was pretty good.What are your plans after Codeup, both in the immediate and long term?Well, speaking in hindsight, short term was to get paid to program and get some experience on my resume. Long term is to move into a tech arch role, change the world with some awesome software and/or hardware, and become Tony Stark.A lot of people don’t think of SA as being a vibrant city for Society of Women Engineers (SWE). What have you seen in terms of the city, people, events, etc. that contradict this idea? We’re on the comeup. I would say that San Antonio has a lot of companies that have very robust SWE communities that exist outside of the Downtown/Houston street epicenter. I think that because of the geography of San Antonio (read: sprawl), it is harder to see than a place like Austin or Seattle.What are some of the things minorities, disenfranchised and marginalized groups need to know about the support, or lack thereof, within Codeup? Codeup is there to support you. Practically speaking, their success is your success. Aside from that, everyone there is super supportive and just generally nice. If you aren’t understanding a topic, the instructors are willing to help and walk you through it (even on their lunch break. WOW!!!).What would you say to these groups of people who are on the fence about joining a bootcamp due to lack of diversity, inclusivity, and overall fear of not having the support that they would need? This is a bit tricky. I would say that first and foremost, know you’re own truth. Software isn’t for everyone, so have that moment of honesty where you decide if you are doing this because you like the idea of programming every day, or because you like the idea of a 6 figure salary in 4 months and working from home everyday (spoiler alert: highly unlikely for your first, or dare I say, second programming job). If you are passionate about building software for the rest of your life, I honestly believe that Codeup is the best place to start that journey. The community is incredible; the instructors are amazeballs; the staff is incredibly supportive; and the founders are boss *** hustlers. It truly is the best place to start your development journey in San Antonio. (P.S. if you are from out of town, forget Codeup. Come to San Antonio for the breakfast tacos, and stay for Codeup.)How’d you find out about the LEAP program and what are some of the reasons for wanting to participate? Dylan sent out an email with some information about the program, and it seemed like an awesome opportunity. If you don’t major in CS, there aren’t a lot of opportunities to “intern” for the Microsofts/Googles/Facebooks of the world. LEAP is awesome, because it gives you that same foot in the door that an internship gives, even if you didn’t go the traditional Computer Science route. (Also: Seattle weather, multitude of hiking trails, coffee).LEAP is an incredible opportunity! What are you planning on doing after completing the program? Keep learning. Become Tony Stark.Anything else you would like to talk about regarding the Career Services and Development through Codeup? c:\myPath. In other words, Codeup’s Career Services and Development has gotten me 3/3 gigs. That goes to show that just because you get your first job, doesn’t mean that you are out of the family."
79,Competitor Bootcamps Are Closing. Is the Model in Danger?,"Competitor Bootcamps Are Closing. Is the Model in Danger? Is the programming bootcamp model in danger?In recent news, DevBootcamp and The Iron Yard announced that they are closing their doors. This is big news. DevBootcamp was the first programming bootcamp model and The Iron Yard is a national player with 15 campuses across the U.S. In both cases, the companies cited an unsustainable business model. Does that mean the boot-camp model is dead?tl;dr “Nope!”Bootcamps exist because traditional education models have failed to provide students job-ready skills for the 21st century. Students demand better employment options from their education. Employers demand skilled and job ready candidates. Big Education’s failure to meet those needs through traditional methods created the fertile ground for the new business model of the programming bootcamp.Education giant Kaplan and Apollo Education Group (owner of University of Phoenix) bought their way into this new educational model when they purchased The Iron Yard and DevBootcamp. They purchased their competition with the intent to scale up the model. Unfortunately, Big Education is too habituated to coming up short for students. They bought the upstarts that challenged them, tried making changes to run those bootcamps in the “Big Education” way, and, sadly, they’ve closed the doors when they realized that scaling education is more challenging when student outcomes truly matter.The bootcamp model is still new and there will be plenty consolidation, competition, and changes in the future. This model is based on actually being adaptive, innovative, and sustainable. And there’s always room for innovation.What we’ve learned at Codeup…Education is challenging to scale.Prioritizing quality over growth pays off.What we’re doing at Codeup…Higher standards in our application process are leading to better student outcomes.Our reputation and commitment to quality is opening new doors to previously uninterested/unreachable employers.In the beginning, the majority of Codeup graduates went to work with startups and small businesses. We’re now seeing a larger amount of our graduates place at medium to large sized businesses.Demand is growing and employers are learning that the results are in the graduates.Codeup’s model is sustainable, inclusive, and works.Call or contact us today to see how Codeup’s commitment to quality and approach to being a career accelerator can make a profound difference in your life."
80,Codeup Doubles Down on Transparency in Student Outcomes,"Codeup Doubles Down on Transparency in Student OutcomesStudent Outcomes and the Council on Integrity in Results ReportingWith pride and excitement, we’d like to announce that Codeup is an official founding member of the Council on Integrity in Results Reporting (CIRR). Codeup and all CIRR member institutions have agreed to a detailed set of student outcomes standards that eliminates unreliable graduation rates, ambiguous definitions of employment, and misleading exclusions from job placement rates.We’re doubling down on our commitment to long-term student success, and we’re confident that CIRR will add an extra layer of value and integrity that our alumni, current students, and prospective applicants already expect from their Codeup education.Codeup is Committed to TransparencyAt all stages of the Codeup program – admissions, in-class immersion, and the job search – our staff and instructors aim to provide students with realistic advice, so they can make the most of their software development education. Historically, we’ve done this in three ways:A selective admissions process that screens program applicants for motivation, professionalism, and problem-solving ability.Transparency with students struggling in class, or for whom software development may not be the best career path.A job-placement guarantee that offers graduates who maintain job-seeker status a 50 percent refund if they don’t find a job within six months of graduation.Even with ongoing efforts to improve these processes that monitor student success, however, we’re the first to admit that we’re human. As a small, evolving program, we recognize that we can always provide students with better feedback through detailed performance evaluations, structured student one-on-ones with instructors and staff, and transparency in student outcomes data.Our team has already addressed evaluations and one-on-ones, but forming a consensus on bootcamp outcomes data has been an industry-wide puzzle until now.We began resolving this issue by asking ourselves a follow-up question:With transparency and accuracy, how do we report on students who leave Codeup or do not obtain employment?Fortunately, other principled, results-driven coding bootcamps have asked themselves the same question, and over the past year, we’ve come together under the CIRR umbrella. For the sake of our students, our alumni, and the future of our unique approach to coding education, we’ve agreed to a detailed set of standards that establish new definitions, documentation, and validation requirements related to student graduation and job placement data.Our Students Come FirstCritical feedback from students and alumni on bootcamp outcomes has informed so much of the CIRR process. Thanks to this input, the CIRR standards support the concerns of these very students by enforcing strict standards for student outcomes reporting and, in turn, providing Codeup with even more incentive to ensure student success.We appreciate our community for holding Codeup accountable to the high standard you deserve. We hope you will continue to do so, as we advance our mission to help people launch rewarding careers in software development.As always, please feel free to reach out to any members of the Codeup staff or info@codeup.com with any questions or comments."
81,The Codeup Commitment to Your Financial Well-Being,"The Codeup Commitment to Your Financial Well-BeingWe’ve all seen the infomercials. Schools like ITT Tech and Career Point College have been peddling expensive, low-ROI degree programs for years. Students take out a loan to cover costs, only to discover that the school’s career services department doesn’t measure up. They graduate with few job prospects and lots of debt.Recently, regulators have shut down those schools because they’ve failed to put students’ interests above their own.Codeup is different.We care about your finances, and we believe you’ll be a more engaged Codeup student and a better developer when you minimize your financial burdens. Our staff wants to help you do just that, so here’s our commitment to you:We only encourage students to enroll at Codeup when they’re financially ready to do so.Also, if you don’t find a job within six months of completing the program, we’ll refund half your tuition.It’s that simple, and because we love transparency, here’s how we ensure our team always puts your financial well-being at top of mind:A fair and selective admissions process. Codeup pre-screens applicants for qualities we see in successful software developers, like problem-solving ability and motivation. Unlike other schools, we’re okay turning away students who might be better off in another career. People from all walks of life can become great coders, but we want to be sure your investment of time and money will result in a better career.Easy-to-understand funding options from reputable partners. As of this writing, Codeup is the only accelerated coding school in the South to accept G.I. Bill® benefits. Here’s a full list of ways to fund your Codeup experience:G.I. Bill® (up to full tuition coverage for most veterans)Women’s ScholarshipsProject QUESTWorkforce Innovation and Opportunity ActEducation and cost-of-living loans through Skills FundCrowdfundingBitcoinAn employer network based on relationships, not kickbacks. Employers fulfill their talent needs with us because they know the quality they get with a Codeup developer. Our career development team has one goal: Get our students into great jobs. We don’t charge employers for our services, and we don’t receive any commission for successful hires.Life’s too short for a misguided career decision.We’re committed to helping people become stellar coders, but we have a conscience, and we don’t accept students for the sake of filling seats in our classrooms. Come learn to code from people who care.Nothing makes us happier than fielding questions from prospective students. Are you unsure if Codeup is right for you? Do you want to become a software developer, but you’re not sure how you’ll pay rent in the meantime? Give us a call (210.802.7289), shoot us an email (info@codeup.com), or fill out our quick application, and we’ll be in touch shortly."
82,"ITT Tech Closes, New Model of Education Rises","ITT Tech Closes, New Model of Education RisesA New Model of EducationITT Tech’s recent closure highlights the time barriers, financial risk, and poor career prospects that are finally catching up with the traditional for-profit education industry. So what can students do instead?Forbes Magazine ranked San Antonio as the American city with the 15th highest rate of job growth in 2015 – no surprise given our city’s recent swell in tech and entrepreneurship. The boom has created a mismatch between a surplus of available jobs for developers and a shortage of local technical talent. Codeup, a career accelerator for new software developers, has begun bridging that gap by training 267 developers and creating $5.8 million in new tech salaries since 2013. Codeup is different from traditional models of continued education. Four-year universities and two-year technical schools often no longer serve students’ needs. The recent closure of ITT Tech, one of the nation’s largest for-profit educational institutions, is a great example. Tuition at schools like ITT Tech, DeVry, and Kaplan is high ($45,000 – $90,000), they have been found to use predatory lending practices, and they rank highest among colleges that leave students in the most debt. Graduates of ITT Tech San Antonio who received federal financial aid earned an average salary of only $38,400 ten years after completion, just barely above the national average for the category. Their overwhelming time commitment, high tuition fees, and limited career support make it hard for students to complete degrees and advance their careers. ITT Tech Closes, Another Door Opens…Given the decline of these diploma mills and a changing jobscape, other forms of education have exploded. The new reality is that the traditional college student archetype is now a minority, while demands for alternative, dynamic educational models are only increasing. Students need a better way to enter the workforce with relevant technical skills.  As a four-month intensive career accelerator, Codeup offers something special: a place where students can find like-minded peers and launch a new career. Our classroom-based program turns non-techies into software developers. In addition to excellent technical instruction, students receive one-on-one career guidance and gain opportunities to connect with employers. If a graduate cannot find employment within 6 months, Codeup offers a tuition back guarantee. We partner with multiple reputable loan and grant partners to make financing easy, and also accepts GI benefits. Graduates have increased their salary by $17K in the first year on average. In light of the recent closings of ITT Tech across the country, students should pause to reconsider their educational path choices. Codeup is San Antonio local, dedicated to providing students with community, professional independence, and technical literacy. Are traditional models the best option, or might Codeup offer something better?"
83,Codeup’s Impact on the San Antonio Tech Community,"Codeup’s Impact on the San Antonio Tech CommunityHow Codeup Supports the San Antonio Tech CommunityAfter joining Codeup in early 2016, I quickly realized what sets us apart from other coding bootcamps: community.Codeup leads community development by sponsoring free learn-to-code workshops, monthly coding challenges, regular developer meetups, and closely partnering with many local companies around tech centered events.  We also hosted the Big Data Code-a-thon, a civic-minded hackathon, which allowed local software developers to use water data to create amazing new software for the Edwards Aquifer Authority.  Codeup consistently drives growth in the number of skilled developers available in the SA tech community by educating hundreds of budding software developers.  As early as our first class, Codeup contributed to doubling the number of software developers employed at Geekdom.  Nurturing New TalentOur team is proud to offer GI Bill support, job placement services, top-notch career planning workshops, and a diverse student population. 62% of Codeup students are minorities and 24% are women. Our premier immersive coding program offers a personalized approach to delivering technical coursework and career coaching, which focuses on critical topics like resume writing, career mapping, technical white-boarding, and interviewing skills. We also support our students all the way through job placement! We are so confident in our program that we offer a tuition refund, which ensures that we hold ourselves accountable to delivering a top-notch programming education and effective placement services.The Codeup Founders & Team are passionate about contributing to the growth of the SA Tech Community. Our immersive program is targeted at early career or career transitioning developers that have an appetite for problem solving and learning.  Codeup also partners local startups and small tech businesses to offer an Apprenticeship Program to promote student growth and mentorship.  We are proud to be stewards of the San Antonio Tech Community by providing a top-notch coding education and creating job-ready software developers!"
84,Bootcamp Living Expenses? Codeup’s Got You Covered.,"Bootcamp Living Expenses? Codeup’s Got You Covered.Ready to apply to Codeup? Fill out our online application! It takes 5 min. to complete, there’s no coding experience required, and we help cover your bootcamp living expenses.Codeup now helps with your bootcamp living expenses.You’re ready to increase your earning potential. You’re ready to kickstart a fulfilling career as a software developer. But your rent and car payments are keeping you in that dead-end job. Bootcamp living expenses are all too real.Fear no more, friends. Codeup and Skills Fund have a solution for you.A leading career accelerator, Codeup transforms student lives with an outcomes-based software development education. Codeup is proud to partner with Skills Fund to provide access to a diverse set of students. We’re dedicated to removing barriers to your Codeup training and your career.As of August 2016, you can finance your Codeup tuition (minus the deposit), and add up to $6,000 as a living stipend during your program. We’re proud to offer financing under one low, universal interest rate for all approved students – regardless of your credit history or current position in life. Our partnership includes:Level playing field for all students One universal, fixed interest rate on 3-year and 5-year loan termsNo barriers to starting your immersive programStipend financing available to cover bootcamp living expensesEmpowered decisions Know your interest rate, general APR, and full monthly repayments before you applyInvestment in your futureNo income, employment, nor educational criteria used in underwritingUpfront financingNo teaser rates, cosigner trickery, nor prepayment penaltiesCosigner options available – only if you need itReady to move forward or learn more? Visit our partnership site at Codeup.Skills.Fund today. Be sure to check out the monthly payment calculator. That way, you’ll know your payments before submitting your online application. It only takes minutes to complete.Ready to apply to Codeup?Fill out our online application! It takes 5 min. to complete, and there’s no coding experience required."
85,6 Tips For Picking The Best Coding Bootcamp,"6 Tips For Picking The Best Coding BootcampHaving a tough time choosing the best coding bootcamp for you? Not sure whether the bootcamp you’ve just been admitted to is legit?Well, you’re in luck!As Codeup‘s admissions director, I speak to dozens of current and prospective students everyday. I’m here to help cut through the noise and share feedback from those students, and help you on your path to picking the best coding bootcamp for you.Program fit and quality are key to launching a successful career as a software developer, and there are six non-negotiables to keep in mind as you make your decision.6 Tips For Picking the Best Coding Bootcamp (TL;DR)Learn from the pros. Be sure you’ll have lots of access to experienced, passionate instructors.Quality over quantity. Be wary of schools with lots of campuses. You don’t want to end up at a diploma mill!In-person, not online! Schools with in-person learning environments produce better programmers.Do they put their money where their mouth is? Check out the school’s job placement opportunities and/or job guarantee.Networking! Ask about how the school gets students integrated in the local tech community.Keep an eye on funding options, especially those from non-profit sources. Even if you don’t qualify for a grant or scholarship, it means the school has been vetted by third parties.1. Lots of 1:1 Time with Qualified, Experienced InstructorsWe’ve all dealt with disengaged teachers, but at a good program, you shouldn’t have to. Be sure that there’s a full staff of bona fide instructors that maximize individual attention and mutual accountability.Look for three things in your programming instruction: actual work experience in the industry (not just at the bootcamp!), a passion for teaching, and access to one-on-one tutoring.College computer science courses are heavy on theory, light on useful applications. That’s great for some folks, but a good immersive coding program gives you the tools you need to get a job, and it’s best to learn from people who’ve been using them to build creations of their own. When reviewing instructors’ credentials, look past the fancy degrees and give brownie points for web development jobs and industry savvy.With that in mind, some of the most brilliant software developers simply aren’t the greatest teachers. You want to be sure your instructors love interacting with students, explaining complex concepts to beginners, and offering one-on-one help whenever needed.Also, when possible, be sure to do a campus visit and meet the instructional staff. The program staff should always be open to this.2. Fewer Locations = Higher QualityAlright, I’ll say it. Be wary of coding schools with multiple campuses. Some bootcamps are decent in one city and terrible in another. It’s much easier for a program to give you quality, individualized attention when the staff and instructors aren’t answering to people in a different time zone.There’s decades of evidence for this. The country’s best universities hunker down in one spot and focus on student success. Money-hungry diploma mills have locations in strip malls from coast-to-coast, some of which are known for high dropout rates and have been banned from recruiting military personnel. As with any decision in higher ed, choosing a focused coding bootcamp makes all the difference.3. ImmersionYou’ve probably heard people compare learning programming to learning spoken languages. There are lots of similarities, but there’s a big one to keep in mind: immersion. Both types of languages are learned best through using the language all day, every day, with other people, for an extended period of time.A coding bootcamp worth your time should provide a collaborative environment that immerses you in code. You’ll be able to sharpen your new skills alongside a team of experts and vetted fellow students. Instructors push you to the next level, and when the going gets tough, you can always ask one of your bright classmates—a whole group of bright classmates, in fact!4. A Stellar Job Placement RecordWhat’s the end game of any good coding program? Getting you a well-paid job at a company you like!First, check out the schools’s job placement rate. If their admissions strategy and teaching are solid, it should be north of 90% over six months. This means they’re accepting students who will succeed as developers, not just anyone who can pay the tuition.Next, take a look at the list of companies where alumni take jobs. Are they all funneled into one industry? What’s the ratio of startups to corporations? A diverse set of post-grad placements suggests you’ll learn the programming skills necessary to succeed in any work environment.Also, make sure the school is willing to put its money where its mouth is. Good programs should guarantee you a job in a timely fashion or else give you a significant refund.Would you rather start something of your own? Even better! Keep reading below.5. Ecosystem, Ecosystem, EcosystemThe tech industry thrives in areas where entrepreneurs, investors, creatives, and developers—i.e., you!—can easily get together and make the magic happen.Collaborative workspaces, like Geekdom in San Antonio, allow entrepreneurs to build new business and products together. Notable local tech companies like Rackspace and top-tier startup accelerators are also key indicators of a healthy ecosystem and provide important funding sources for new ventures. Cities with diverse, technology-heavy industries (e.g., healthcare, military, energy, aeronautics, automotive, and advanced manufacturing) also offer a strong commercial base to support tech entrepreneurs and job seekers.As you start to build things, it’s also nice to be in a somewhat smaller ecosystem. Getting in on the ground floor of a growing tech scene gives you access to willing and able mentors. Smaller tech cities also tend to have lower costs of living. A new software engineer often finds it helpful to be a big fish in a friendly, easy-to-navigate pond, where the tech community’s got her back in times of success and failure.6. Ample Funding OptionsKeep an eye out for schools with various funding options. Many offer loans that allow students to defer payments until after graduation. That’s a huge plus, but you should also ask about non-profit tuition grants and scholarships. And should you not qualify for these benefits, at least you can rest assured that third parties have vetted your school and its leadership is serious increasing access to education.So…which coding bootcamp is right for you?Immersive coding programs can get you started on an exciting new career path. That said, big life transitions aren’t easy. It’s important to find the right program, and we encourage all applicants to vet their options for how well each school teaches and accommodates their students.If you have any questions or comments about Codeup, or anything else, we’d love to hear from you! Please feel free to send an email to info@codeup.com or schedule a phone call. We’ll be in touch shortly."
86,Open for (Bitcoin) Business,"Open for (Bitcoin) BusinessAt Codeup, we guide students through 18 weeks of rigorous curriculum and equip them with a comprehensive understanding of software development. We designed our program to challenge students in a number of areas, but financing is not one of them. That’s why we offer various financial options, enabling students to pay for Codeup with the funding plan that works best for them.Since we are always looking to accommodate the needs of our students, we recently added another form of payment to our list of funding options. James Canning, a current student who went through Codeup’s application and on-boarding process from overseas, was able to pay the program fee entirely with bitcoin! Here is what he had to say about the experience:I recently started the full-time web development boot camp at Codeup in San Antonio, Texas. Codeup is one of the most comprehensive and best-reviewed developer training programs available. One of the main reasons I chose Codeup is because I was able to pay in bitcoin, the currency in which I receive my income.I always ask businesses I might transact with if they accept bitcoin; in the case of Codeup, I included this paragraph when I emailed them to enquire about the course:“By the way, if Codeup accepted bitcoin for payments it would be very beneficial for both parties. With a payment processor like Bitpay or Coinbase, Codeup gets instant USDs in its bank account for less than half the fees of credit cards or PayPal with 0 chargebacks and 0 fraud.”Because Codeup does their invoicing through QuickBooks, they easily added the bitcoin payments option with QuickBooks’ excellent PayByCoin feature, which uses Bitpay, the same processor Microsoft, Namecheap, Newegg and others use.Codeup emailed me the invoice as normal and I was able to pay the program fee in moments, from anywhere in the world.I will post a full review after the course, but so far the boot camp is excellent. Codeup achieves a friendly and supportive atmosphere and is thoroughly integrated into the local tech scene. Over 90% of graduates from the first four classes received job offers in the 6 months following the course. Personally I am not taking the course to get hired but rather to take my site, Bitedge, to the next level.If you want to learn web development and pay in bitcoin, then Codeup is by far the best option. If you use QuickBooks for your invoicing you should enable bitcoin payments!You can catch the full version of James’ story here."
87,A Guide to Hiring Fresh Technical Talent,"A Guide to Hiring Fresh Technical TalentWe’ve watched many employers learn how to hire fresh technical talent since we started Codeup in 2013. Now that many of our grads have 18+ months of work experience, we spoke to employers to determine best practices for hiring Codeup grads. We saw some common themes that can help other employers. Here’s what they said.Classical tech interviewing techniques (“Solve this problem without recursion on this whiteboard while we stare at you!”) aren’t always as useful.“You must understand that this is a junior dev and probably has less than a year of coding experience. You must interview for aptitude and attitude. I usually perform at least 2-3 interviews, starting out with a behavioral interview, then perform a programming and problem solving interview. I usually ask a question that is not solvable (in the allotted time of the interview). I do this on purpose to see how they manage tough problems and difficult situations, from both an intellectual and emotional perspective.”“The best practice is always to have the grads interview with different people in the team. Each person assess one specific area of expertise. So we normally have three interviews focus on each of the following aspects:Personality and cultural fit (previous projects/jobs, experience, drive, motivation, likes and dislikes, strengths and soft skills)Coding Assessment (In this one we try to simulate a work environment in which the interviewer is already part of the team and helps us come up with a feature/solution for a specific customer request. We go over analysis, database design, some white board coding for specific functions and sometimes even GUI design)Technical Assessment. Questions are asked about specific technologies and also we like to focus on their capstone project and what role/part they had during its development. We evaluate how well they can explain their project and the tasks that they performed.”Hiring fresh talent requires a different mindset and approach to growing a tech organization.“Early on we put new grads on pet projects – usually something internal that was a contrived project. We quickly discovered that real world projects were a much better starting point. Typically we have them start with writing automated tests, then slowly give them more demanding work as their skill sets develop.”“Be honest with yourself about what your needs are and what your company is hiring for. Bootcamp grads need mentorship and time to develop and progress within an organization.”An experienced mentor and development plan are essential.“Understand that you are making an investment. If you make a wise selection and couple that with strong mentorship you can end up with great talent.”“Pairing an entry-level developer with more experienced team members has worked well for us. We also like to get our newly graduated developers into real code as soon as possible. There is no better way to learn than solid keyboard time.”“What has worked best so far is to get them into support tasks immediately, so they get familiar with the code, the architecture, the product and the customers and the learning curve, although a little more aggressive, is reduced. This way while fixing bugs or doing QA they learn the most complex and hidden parts of our system which triggers the right questions.“Smart management and hiring approaches still apply.“Providing a mix of focused assignments within their skills set along with some stretch assignments and mentorship maximizes their development.““Having an onboarding plan is a must with 1 month, 3 month, 6 month targets. Provide the developer with tutorials and find assignments where the tools and knowledge that they have at a particular point will allow them to succeed at completing such assignment. Furthermore, weekly 1:1’s are crucial.”“With one of my hires, even though I didn’t feel very strong in their ability, I hired based on attitude with a hope that over time, they would become a better developer. I found that they (again because of their attitude) excelled with customer support, so they found their place there instead of development.”Entry-level talent can positively impact team attitudes and fulfilment amongst senior staff“Having entry-level people can be a great way to add energy to a team, and allows more senior developers the opportunity to mentor and teach their craft to others.”We’d love to see how we can help your company grow its tech talent pipeline. Let’s talk! "
88,Don’t worry – Here’s the Best Bootcamp Funding Options!,"Don’t worry – Here’s the Best Bootcamp Funding Options! At Codeup we work to fully service your coding learning experience from the first day you connect with us, until well into your new career. As we see it, our students are courageously jumping into an intensely immersive experience.  We want to give you the tools you need to swim fearlessly, while learning really valuable skills.One tool we find many of our students need is help paying for the Codeup experience. Our home-grown scholarship programs, grant/funding partners, and excellent financing options make it straight-forward and easy. We’ve worked to make sure we have the best partners so that there are no predatory lenders or sketchy unreliable customer service experiences.We are happy to introduce you to our newest partner who can be a helpful funding resource for you. Meet Skills Fund. You’ll like them as much as we do when you see what they have to offer.Here’s what they have to say for themselves, in their own words:A PARTNERSHIP TO INVEST IN YOUR CODEUP EXPERIENCE & SUCCESSSkills Fund’s goal is simple: we don’t finance students to attend crappy programs. For this reason, we work daily to build the best financing tools for leading bootcamps and their students.‣ Fixed interest rates: 8.49% for 36 months; 10.49% for 60 months‣ Finance up to $15,000 (tuition – deposit) of program costs‣ Interest-only payments while in program and for 60 days following graduation‣ Transparent loan terms: understand your interest rate before applying‣ 10 minutes to complete your application. Pre-approval within minutes.‣ Cosigner options availableCHOOSE WHAT WORKS FOR YOUSelect from 3- and 5-year loans, and only pay interest while in-course. Gain the benefit of lower monthly payments during the repayment phase.  Different packages make interest rates workable for you, in terms of duration to pay back the loans and amounts disbursed. For more information on your Skills Fund loan options, please visit the Codeup Skills Fund portal.What is the advantage of financing and how can I use the money?A full cash payment can place unfavorable stress on your savings, and the high Annual Percentage Rate (APR) of a credit card can quickly increase the cost of your education. Financing enables ease of payment, with low, fixed competitive interest rates that can be paid back at anytime without penalty.  You can only use the loan to directly fund your Codeup education. The loan will be disbursed to Codeup within days of starting your course. Bootcamp funding like this makes completing the program hassle-free.Will I qualify for a Skills Fund loan or do I need a cosigner?As long as you meet the basic underwriting criteria – you are a U.S. citizen or permanent resident, have no recent bankruptcies and no history of loan default – you’ll most likely qualify for payment for your Codeup experience. You can (1) apply individually, and should you not be approved, you can reapply with a cosigner, or (2) initiate your loan process with a cosigner. So there you have it!  Don’t worry if these terms sound ultra-complex. We’ll walk through every step with you because that’s our DNA – high touch, high care. We are on your team!  We want funding be an easy part, because upgrading your life and developing your future are worth investing in!Interested in learning more? Give us a call at (210) 802-7289 or send us an e-mail at info@codeup.com.  "
89,Startup Week – The little week that could. And did.,"Startup Week – The little week that could. And did.In case you didn’t know, last week was kind of a big deal. A five-day marathon termed “Startup Week” coursed through our city, leaving a slew of entrepreneurs, students, developers and dreamers inspired in its wake. The jam-packed celebration featured over 55 speakers and 68 free events, and ended up drawing in more than 270 attendees! Not too shabby, San Antonio.So, who’s behind all this magic, anyway?As the chief organizer of SA Startup Week, Vanessa Paige, Operations Manager at the 80/20 Foundation, worked behind the scenes to coordinate the madness and keep things sailing smoothly. For Vanessa, last week was about building San Antonio’s entrepreneurial ecosystem and breaking down its barriers to entry:The entire week opened up the door to learn more about starting up a venture – or just learning about an industry or topic of your choice…It gave the public a taste of entrepreneurship and access to the movers and shakers that are directly impacting the ecosystem in downtown SATX.Job well done, Vanessa!Another key driver of last week’s success were the sponsors and venues that came alongside Vanessa’s efforts and provided a grounds for inspiration and collaboration by opening their doors to the community,. As one such sponsor, we were able to host five events in-house! One of our favorites was a dialogue between community leaders Pat Matthews and Lorenzo Gomez. Just two CEOs engaging in a casual conversation, but with a twist: there was an audience! Bright-eyed listeners came from far and wide, simply to be in the same room as these two passionate visionaries. It. Was. Awesome. And in case you missed it, we put it on YouTube. You can thank us later.Until next year, Startup Week! "
90,The Results are in…Codeup Growsup Was a Smashing Success!,"The Results are in…Codeup Growsup Was a Smashing Success! ALERT. ALERT. We’ve been feeling all warm-and-fuzzy ever since last Friday, and it won’t stop! Why is this happening?!Hmm. Oh, yeah…Codeup Growsup was last week! We had the privilege of celebrating our new space with 130 of our nearest and dearest friends. Red carpets were strut upon, glamour shots were taken, libations were consumed, hors d’oeuvres we’re devoured, and much fun was had. In other words, it was a most delightful evening! We’re blown away by the wondrous tech community we get to be a part of here in San Antonio. So here’s a gigantic thank you to everyone who made it out, struck a pose, and strutted their stuff at last Friday’s extravaganza! Want to see more photos from the event? Hit up our Facebook page!The results are in…Codeup Growsup was a smashing success!"
